City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
309,natchez,31.56,-91.4,87.8,74,40,5.82,US,1595376781
310,pacific grove,36.62,-121.92,64.4,72,75,10.29,US,1595376506
311,victoria,22.29,114.16,84.0,83,2,3.0,HK,1595376652
312,camana,-16.62,-72.71,59.05,77,64,7.47,PE,1595376781
313,chapayevka,47.47,36.35,66.47,63,0,4.74,UA,1595376782
314,manuk mangkaw,4.8,119.85,84.09,71,82,6.62,PH,1595376662
315,tual,-5.67,132.75,78.84,82,21,22.35,ID,1595376781
316,kashary,49.04,41.01,64.6,73,5,5.26,RU,1595376782
317,ternate,0.8,127.4,82.54,73,43,5.41,ID,1595376782
318,wanning,18.8,110.4,84.24,75,47,4.68,CN,1595376782
319,chirongui,-12.93,45.15,77.0,69,20,18.34,YT,1595376782
320,altamont,42.21,-121.74,95.0,11,1,14.23,US,1595376783
321,malatya,38.5,38.0,68.0,49,0,4.7,TR,1595376727
322,miri,4.41,114.01,77.0,100,40,2.24,MY,1595376634
323,hamilton,39.18,-84.53,89.01,62,75,5.82,US,1595376764
324,zhangjiakou,40.81,114.88,72.07,60,0,5.5,CN,1595376783
325,kawalu,-7.38,108.21,72.37,91,83,0.65,ID,1595376783
326,billericay,51.63,0.42,59.0,79,16,2.37,GB,1595376783
327,taksimo,56.34,114.88,53.4,83,72,1.32,RU,1595376784
328,inverell,-29.78,151.12,55.99,64,98,1.99,AU,1595376784
329,progreso,21.28,-89.67,87.8,62,40,5.82,MX,1595376784
330,hay river,60.82,-115.8,73.4,56,75,12.75,CA,1595376784
331,wonthaggi,-38.6,145.59,55.0,89,99,10.96,AU,1595376596
332,leningradskiy,69.38,178.42,55.2,50,99,12.48,RU,1595376784
333,sovetskiy,61.36,63.58,57.29,71,0,1.59,RU,1595376700
334,yashkul,46.17,45.34,73.09,66,29,12.88,RU,1595376785
335,komsomolskiy,40.43,71.72,71.6,43,0,6.93,UZ,1595376785
336,fuling,29.7,107.39,78.75,84,100,1.34,CN,1595376785
337,shihezi,44.3,86.03,77.72,37,72,5.1,CN,1595376689
338,ust-tsilma,65.44,52.15,56.44,81,0,4.65,RU,1595376564
339,saint george,37.1,-113.58,96.01,21,1,11.41,US,1595376510
340,san jose,37.34,-121.89,82.99,53,75,9.17,US,1595376559
341,zaozerne,45.16,33.28,73.47,71,0,10.87,UA,1595376786
342,salinopolis,-0.61,-47.36,78.37,85,26,10.38,BR,1595376686
343,vazhiny,60.96,34.02,59.85,97,100,4.41,RU,1595376786
344,vaitape,-16.52,-151.75,77.68,80,53,22.95,PF,1595376786
345,san matias,-16.37,-58.4,78.04,34,0,5.41,BO,1595376786
346,odiongan,12.4,121.99,82.65,78,96,7.25,PH,1595376787
347,yellowknife,62.46,-114.35,77.0,57,40,10.29,CA,1595376787
348,doha,25.29,51.53,95.0,79,12,4.7,QA,1595376522
349,minot,48.23,-101.3,75.2,57,1,3.36,US,1595376601
350,rio grande,-32.03,-52.1,69.01,81,92,7.9,BR,1595376787
351,kendari,-3.94,122.5,77.49,88,76,2.15,ID,1595376787
352,dhenkanal,20.67,85.6,82.4,94,90,5.82,IN,1595376788
353,sharjah,25.36,55.4,93.2,63,20,12.75,AE,1595376788
354,ilulissat,69.22,-51.1,51.8,53,96,4.7,GL,1595376788
355,concarneau,47.88,-3.92,55.4,76,26,5.82,FR,1595376532
356,nome,64.5,-165.41,57.99,81,75,19.46,US,1595376788
357,kimbe,-5.55,150.14,85.8,65,7,7.0,PG,1595376788
358,bathsheba,13.22,-59.52,82.4,74,20,16.11,BB,1595376788
359,tonantins,-2.87,-67.8,77.58,72,67,0.54,BR,1595376789
360,iquique,-20.22,-70.14,60.8,72,90,5.82,CL,1595376789
361,teahupoo,-17.83,-149.27,84.2,66,40,5.82,PF,1595376789
362,marathon,44.9,-89.77,66.99,100,90,8.05,US,1595376789
363,hearst,49.68,-83.67,70.68,46,100,3.22,CA,1595376789
364,esna,25.29,32.55,89.6,35,5,4.7,EG,1595376789
365,lompoc,34.64,-120.46,66.99,72,72,12.75,US,1595376790
366,padang,-0.95,100.35,77.81,80,100,3.8,ID,1595376790
367,quatre cocos,-20.21,57.76,68.0,77,75,12.75,MU,1595376790
368,qom,34.64,50.88,77.29,18,0,0.96,IR,1595376790
369,bambous virieux,-20.34,57.76,68.0,77,75,12.75,MU,1595376790
370,nantucket,41.28,-70.1,73.4,78,1,5.82,US,1595376773
371,kalmunai,7.42,81.82,80.19,81,100,8.59,LK,1595376790
372,vao,-22.67,167.48,67.96,75,43,19.89,NC,1595376777
373,jumla,29.27,82.18,57.52,70,92,1.16,NP,1595376791
374,tarnow,50.01,20.99,59.0,82,1,2.53,PL,1595376791
375,dauphin,51.15,-100.05,71.6,73,40,5.82,CA,1595376737
376,mozhga,56.44,52.23,58.6,94,26,5.35,RU,1595376791
377,tessalit,20.2,1.01,88.14,38,74,15.57,ML,1595376791
378,jieshi,22.81,115.83,83.14,80,7,7.9,CN,1595376791
379,faya,18.39,42.45,71.6,88,92,3.6,SA,1595376792
380,kudahuvadhoo,2.67,72.89,84.27,71,95,10.02,MV,1595376792
381,pimenta bueno,-11.67,-61.19,74.89,41,0,0.74,BR,1595376792
382,rockhampton,-23.38,150.5,64.4,68,90,8.05,AU,1595376792
383,kropotkin,45.44,40.58,62.29,85,0,6.26,RU,1595376596
384,sitka,57.05,-135.33,57.2,87,90,9.17,US,1595376719
385,upernavik,72.79,-56.15,48.36,59,99,7.83,GL,1595376496
386,matara,5.95,80.54,77.83,89,99,3.69,LK,1595376793
387,port macquarie,-31.43,152.92,59.0,71,92,3.0,AU,1595376793
388,vanavara,60.34,102.28,60.85,67,0,1.52,RU,1595376793
389,gravdal,68.12,13.5,51.66,79,97,4.83,NO,1595376759
390,klyuchi,52.27,79.17,58.5,87,35,8.34,RU,1595376793
391,dingle,11.0,122.67,80.17,86,100,4.32,PH,1595376714
392,jaggayyapeta,16.9,80.1,80.78,88,100,5.12,IN,1595376794
393,vila franca do campo,37.72,-25.43,62.6,82,40,4.7,PT,1595376794
394,andenes,69.31,16.12,50.0,93,100,6.93,NO,1595376794
395,syamzha,60.02,41.06,59.74,97,74,7.92,RU,1595376794
396,ulaanbaatar,47.91,106.88,59.0,58,60,2.24,MN,1595376794
397,nalut,30.33,10.85,74.03,60,0,13.4,LY,1595376794
398,tahlequah,35.92,-94.97,89.6,52,75,2.13,US,1595376649
399,naze,28.37,129.48,86.0,79,20,8.05,JP,1595376795
400,sakakah,29.97,40.21,93.2,15,6,12.75,SA,1595376795
401,bhuj,23.27,69.67,82.08,80,31,11.9,IN,1595376795
402,wilmington island,32.0,-80.97,88.0,62,1,9.17,US,1595376795
403,palmas,-10.21,-48.36,78.8,54,0,5.82,BR,1595376737
404,bonthe,7.53,-12.51,76.8,87,100,5.79,SL,1595376728
405,chaohu,31.6,117.87,78.8,100,100,8.95,CN,1595376796
406,mechetinskaya,46.77,40.46,66.49,75,8,4.03,RU,1595376796
407,berdigestyakh,62.1,126.7,65.43,64,18,9.35,RU,1595376796
408,poitiers,46.58,0.33,71.6,37,17,9.17,FR,1595376796
409,neiafu,-18.65,-173.98,78.8,74,20,10.8,TO,1595376796
410,griffith,41.53,-87.42,77.0,83,75,3.36,US,1595376796
411,seoul,37.57,126.98,73.4,94,90,1.72,KR,1595376499
412,kirakira,-10.45,161.92,82.44,70,20,7.85,SB,1595376797
413,pietermaritzburg,-29.62,30.39,57.0,85,0,4.16,ZA,1595376797
414,pudozh,61.81,36.53,59.49,98,99,3.42,RU,1595376797
415,la paz,-16.5,-68.15,41.0,35,1,6.93,BO,1595376797
416,pokhara,28.23,83.98,70.84,74,90,2.51,NP,1595376797
417,cockburn town,21.46,-71.14,83.77,78,4,19.19,TC,1595376798
418,taltal,-25.4,-70.48,57.36,67,83,6.11,CL,1595376798
419,victoria point,-27.58,153.3,61.0,71,100,3.0,AU,1595376798
420,poso,-1.4,120.75,81.72,68,50,5.75,ID,1595376798
421,scalea,39.81,15.8,72.0,60,0,4.23,IT,1595376798
422,katherine,-14.47,132.27,69.8,26,47,12.75,AU,1595376798
423,farafangana,-22.82,47.83,66.85,63,89,5.77,MG,1595376798
424,chervona sloboda,49.38,32.15,62.89,89,10,11.88,UA,1595376799
425,gijon,43.54,-5.66,68.0,81,98,4.23,ES,1595376771
426,anta,25.15,76.3,82.98,73,50,6.6,IN,1595376799
427,porto velho,-8.76,-63.9,78.8,65,20,1.12,BR,1595376743
428,aksu,41.12,80.26,74.68,37,99,8.72,CN,1595376628
429,barcelos,41.54,-8.62,77.0,88,22,3.15,PT,1595376799
430,lalupon,7.47,4.07,72.21,97,100,2.84,NG,1595376799
431,piacabucu,-10.41,-36.43,73.26,85,1,9.33,BR,1595376800
432,waingapu,-9.66,120.26,77.9,73,46,13.73,ID,1595376800
433,taoudenni,22.68,-3.98,102.11,11,0,14.03,ML,1595376531
434,parabel,58.7,81.48,56.39,85,89,11.12,RU,1595376554
435,abu kamal,34.45,40.92,83.97,27,0,18.95,SY,1595376800
436,lloydminster,53.28,-110.0,73.4,60,75,10.29,CA,1595376653
437,magalia,39.81,-121.58,93.2,38,20,5.82,US,1595376800
438,ouesso,1.61,16.05,71.01,83,19,1.54,CG,1595376801
439,urusha,54.05,122.9,60.89,66,52,3.91,RU,1595376801
440,nortelandia,-14.45,-56.8,75.4,41,0,3.56,BR,1595376801
441,polunochnoye,60.87,60.42,50.41,85,0,0.74,RU,1595376801
442,borovskoy,53.8,64.15,55.71,86,49,7.7,KZ,1595376801
443,gongzhuling,43.5,124.82,78.37,71,89,8.32,CN,1595376801
444,vermilion,40.17,-87.75,73.4,100,90,8.05,US,1595376801
445,nemuro,43.32,145.57,62.6,100,75,4.7,JP,1595376736
446,sulphur,30.24,-93.38,86.0,70,1,8.05,US,1595376560
447,shibganj,24.68,88.16,81.14,87,100,1.03,BD,1595376802
448,portobelo,9.55,-79.65,80.6,83,75,3.98,PA,1595376802
449,xiongzhou,25.12,114.3,84.25,66,17,3.24,CN,1595376802
450,along,28.17,94.77,73.42,90,100,1.39,IN,1595376802
451,kirkland lake,48.14,-80.04,69.8,68,40,5.82,CA,1595376802
452,oranjemund,-28.55,16.43,60.93,49,0,6.82,NA,1595376723
453,bilma,18.69,12.92,90.0,26,1,9.28,NE,1595376803
454,kamen-rybolov,44.75,132.04,72.25,69,0,3.47,RU,1595376803
455,vega de alatorre,20.03,-96.63,85.1,70,87,10.2,MX,1595376803
456,koroni,36.8,21.95,78.01,68,0,6.04,GR,1595376803
457,alta gracia,-31.65,-64.43,55.0,81,90,5.82,AR,1595376803
458,perg,48.25,14.63,64.4,88,20,2.24,AT,1595376803
459,tromso,69.65,18.96,50.0,93,75,27.51,NO,1595376804
460,san vicente,-26.62,-54.13,62.33,84,97,3.27,AR,1595376804
461,tuatapere,-46.13,167.68,39.0,83,85,3.0,NZ,1595376804
462,gladstone,-23.85,151.25,66.2,55,90,10.29,AU,1595376804
463,bud,39.45,-86.18,82.4,74,40,8.05,US,1595376804
464,sioux lookout,50.1,-91.92,71.6,43,75,6.93,CA,1595376804
465,saint-augustin,51.23,-58.65,69.04,52,30,9.26,CA,1595376804
466,puerto narino,-3.77,-70.38,78.8,100,40,0.96,CO,1595376805
467,roncade,45.63,12.37,72.0,88,40,2.24,IT,1595376805
468,guatire,10.48,-66.54,73.0,86,98,2.66,VE,1595376805
469,cumberland,35.05,-78.87,91.0,52,1,8.05,US,1595376805
470,maneadero,31.72,-116.57,72.0,79,16,3.0,MX,1595376805
471,palmer,42.16,-72.33,86.0,45,20,8.05,US,1595376806
472,matagami,49.75,-77.63,75.2,36,1,2.86,CA,1595376806
473,salalah,17.02,54.09,80.6,94,90,5.82,OM,1595376806
474,yerbogachen,61.28,108.01,57.85,81,98,6.89,RU,1595376806
475,tiznit,29.58,-9.5,73.71,51,0,1.16,MA,1595376807
476,fort nelson,58.81,-122.7,77.0,41,75,4.7,CA,1595376807
477,jeremie,18.65,-74.12,82.13,74,69,3.94,HT,1595376807
478,gat,31.61,34.76,75.0,81,0,2.53,IL,1595376527
479,ottawa,45.41,-75.7,75.99,49,20,4.7,CA,1595376803
480,terra santa,-2.1,-56.49,77.94,67,13,1.57,BR,1595376808
481,homestead,25.47,-80.48,79.0,83,75,9.17,US,1595376685
482,starokostyantyniv,49.76,27.2,55.63,94,0,7.29,UA,1595376809
483,loreto,22.27,-101.97,74.82,44,48,10.22,MX,1595376809
484,belyy yar,53.6,91.39,60.8,87,40,8.95,RU,1595376809
485,krasnoborsk,61.56,45.93,57.09,91,61,7.14,RU,1595376810
486,honggang,46.47,124.87,75.4,52,76,12.33,CN,1595376810
487,tuscaloosa,33.21,-87.57,78.8,83,1,3.36,US,1595376568
488,sao pedro da aldeia,-22.84,-42.1,69.8,94,20,6.93,BR,1595376810
489,humaita,-7.51,-63.02,77.43,50,0,1.79,BR,1595376810
490,cairns,-16.92,145.77,73.99,78,75,10.29,AU,1595376810
491,toora-khem,52.47,96.11,60.31,84,100,1.28,RU,1595376587
492,muros,42.78,-9.06,66.99,78,0,5.99,ES,1595376811
493,ambon,-3.7,128.18,82.0,88,40,5.82,ID,1595376811
494,ambilobe,-13.2,49.05,62.6,79,74,3.67,MG,1595376811
495,iqaluit,63.75,-68.51,48.2,87,90,10.29,CA,1595376811
496,belfast,54.58,-5.93,57.2,71,100,3.36,GB,1595376811
497,saint-prosper,46.21,-70.48,66.0,100,0,1.01,CA,1595376811
498,yangmei,24.1,112.56,78.62,71,27,2.68,CN,1595376812
499,salinas,36.68,-121.66,70.0,68,40,14.99,US,1595376812
500,carmen,18.63,-91.83,87.8,66,75,10.29,MX,1595376812
501,baracoa,20.35,-74.5,80.69,82,87,7.54,CU,1595376812
502,pechenga,69.53,31.17,57.2,93,72,6.93,RU,1595376812
503,filingue,14.35,3.32,81.57,59,100,7.99,NE,1595376768
504,elizabeth city,36.29,-76.25,91.0,70,1,9.17,US,1595376635
505,bianzhuang,34.85,118.04,70.12,97,100,10.78,CN,1595376812
506,marawi,8.0,124.29,81.0,79,100,1.01,PH,1595376813
507,belmonte,-15.86,-38.88,69.8,73,0,2.24,BR,1595376813
508,ilhabela,-23.78,-45.36,71.42,61,0,3.74,BR,1595376634
509,togur,58.36,82.83,56.68,86,90,9.78,RU,1595376813
510,korla,41.76,86.15,75.0,86,53,4.16,CN,1595376813
511,pospelikha,51.95,81.77,57.88,89,48,9.24,RU,1595376813
512,red wing,44.56,-92.53,82.4,54,40,6.93,US,1595376590
513,flinders,-34.58,150.86,55.0,68,43,11.01,AU,1595376814
514,tongzi,28.78,105.09,72.01,88,100,1.36,CN,1595376814
515,dalvik,65.97,-18.53,51.8,71,90,5.82,IS,1595376814
516,saint paul,44.94,-93.09,79.0,61,75,14.99,US,1595376790
517,lethem,3.38,-59.8,75.4,82,100,0.92,GY,1595376814
518,nueva loja,0.08,-76.88,75.97,77,36,0.47,EC,1595376814
519,talnakh,69.49,88.4,51.8,87,40,26.84,RU,1595376740
520,pangoa,-12.12,-73.0,70.3,89,46,2.68,PE,1595376815
521,tommot,58.96,126.29,66.52,65,10,6.82,RU,1595376590
522,inirida,3.87,-67.92,74.59,94,93,0.22,CO,1595376815
523,jijiang,29.29,106.25,75.99,83,100,2.46,CN,1595376815
524,kralendijk,12.15,-68.27,84.2,74,0,17.22,BQ,1595376815
525,touros,-5.2,-35.46,73.4,78,75,5.82,BR,1595376597
526,west plains,36.73,-91.85,89.6,55,1,9.17,US,1595376767
527,laguna,38.42,-121.42,86.0,40,1,6.93,US,1595376816
528,naryan-mar,67.67,53.09,58.6,69,0,8.52,RU,1595376816
529,solton,52.84,86.48,56.71,95,21,3.78,RU,1595376816
530,krasnoselkup,65.7,82.47,49.28,80,84,17.96,RU,1595376595
531,portland,45.52,-122.68,90.0,33,1,9.17,US,1595376695
532,morristown,36.21,-83.29,86.0,58,1,6.44,US,1595376816
533,leogane,18.51,-72.63,75.2,88,20,12.75,HT,1595376816
534,healesville,-37.65,145.52,50.0,87,83,1.86,AU,1595376817
535,quang ngai,15.12,108.8,81.37,71,53,3.96,VN,1595376817
536,missoula,47.02,-113.8,91.4,19,1,3.36,US,1595376817
537,presidencia roque saenz pena,-26.79,-60.44,76.51,52,100,6.89,AR,1595376817
538,champerico,14.3,-91.92,82.4,74,90,6.93,GT,1595376817
539,gizycko,54.04,21.76,50.34,89,0,9.15,PL,1595376817
540,uyuni,-20.46,-66.83,47.14,42,66,4.65,BO,1595376596
541,callaway,30.15,-85.57,89.6,70,20,2.91,US,1595376817
542,jieznas,54.6,24.17,53.6,76,0,6.93,LT,1595376818
543,eirunepe,-6.66,-69.87,77.38,73,58,1.14,BR,1595376818
544,rwamagana,-1.95,30.43,68.0,64,75,3.36,RW,1595376818
545,birjand,32.87,59.22,69.8,21,0,4.7,IR,1595376818
546,grand gaube,-20.01,57.66,64.99,76,43,4.0,MU,1595376752
547,noumea,-22.28,166.46,71.01,73,90,13.87,NC,1595376528
548,barberton,-25.79,31.05,51.8,87,0,2.77,ZA,1595376818
549,payson,40.04,-111.73,96.01,19,75,5.82,US,1595376530
550,lakes entrance,-37.88,147.98,52.0,81,38,1.01,AU,1595376819
551,shebunino,46.43,141.86,61.36,92,99,12.88,RU,1595376819
552,sorland,67.67,12.69,52.09,80,78,10.33,NO,1595376766
553,kastamonu,41.5,33.67,53.38,87,0,2.35,TR,1595376819
554,mariental,-24.63,17.97,52.32,38,0,11.36,NA,1595376819
555,balkhash,46.84,74.98,73.99,54,4,7.85,KZ,1595376819
556,san patricio,19.22,-104.7,86.0,74,40,23.04,MX,1595376820
557,samarai,-10.62,150.67,77.45,77,80,15.9,PG,1595376553
558,emba,48.83,58.14,80.53,31,77,17.22,KZ,1595376820
559,lodja,-3.48,23.43,72.18,47,0,1.45,CD,1595376820
560,cervo,43.67,-7.41,64.0,90,51,1.01,ES,1595376820
561,guerrero negro,27.98,-114.06,72.54,67,7,19.44,MX,1595376820
562,mainpuri,27.23,79.02,80.56,81,100,2.33,IN,1595376820
563,sur,22.57,59.53,84.45,70,99,14.94,OM,1595376820
564,kati,12.74,-8.07,78.8,88,20,2.24,ML,1595376821
565,tucuman,-26.82,-65.22,59.0,67,90,5.82,AR,1595376557
566,walvis bay,-22.96,14.51,68.0,24,0,13.87,NA,1595376746
567,reconquista,-29.15,-59.65,77.97,56,100,6.64,AR,1595376821
568,hailey,43.52,-114.32,89.6,15,5,6.93,US,1595376821
569,vila do maio,15.13,-23.22,80.6,78,51,9.17,CV,1595376821
570,manyana,-23.4,21.72,47.03,49,0,4.9,BW,1595376738
571,prince rupert,54.32,-130.32,57.2,87,90,5.82,CA,1595376806
572,bandar-e lengeh,26.56,54.88,93.2,75,2,11.41,IR,1595376822
573,xai-xai,-25.05,33.64,60.12,85,0,5.37,MZ,1595376822
574,west helena,34.55,-90.64,82.4,83,52,5.28,US,1595376822
575,okha,53.57,142.95,54.46,84,100,14.76,RU,1595376589
576,wanaka,-44.7,169.15,38.64,72,13,3.18,NZ,1595376785
577,grindavik,63.84,-22.43,50.0,76,75,4.7,IS,1595376543
578,yashalta,46.34,42.28,65.86,83,3,7.83,RU,1595376823
579,mitsamiouli,-11.38,43.28,76.24,64,0,12.95,KM,1595376823
580,sandviken,60.62,16.77,52.0,67,82,4.0,SE,1595376823
581,honiara,-9.43,159.95,86.0,70,75,3.36,SB,1595376543
582,rupert,42.62,-113.68,91.4,16,1,9.17,US,1595376570
583,durban,-29.86,31.03,57.0,87,0,2.24,ZA,1595376687
584,kurilsk,45.23,147.88,54.61,89,100,10.33,RU,1595376824
585,luba,3.46,8.55,73.4,100,40,2.24,GQ,1595376824
586,pierre,44.37,-100.35,82.4,37,1,8.05,US,1595376683
587,sinnamary,5.38,-52.95,78.08,84,78,8.12,GF,1595376547
588,axim,4.87,-2.24,75.47,91,94,10.04,GH,1595376824
589,sao miguel do araguaia,-13.28,-50.16,74.41,45,3,2.77,BR,1595376824
590,marystown,47.17,-55.15,60.69,80,8,14.0,CA,1595376749
591,verkhnyaya inta,65.98,60.31,58.19,74,0,7.47,RU,1595376825
592,oyek,52.59,104.46,60.8,72,97,6.71,RU,1595376825
593,cabo san lucas,22.89,-109.91,93.2,65,20,17.22,MX,1595376583
594,constitucion,-35.33,-72.42,50.86,80,98,11.59,CL,1595376825
595,westport,41.14,-73.36,84.99,58,1,9.17,US,1595376663
596,bubaque,11.28,-15.83,79.74,77,100,3.56,GW,1595376826
597,manicore,-5.81,-61.3,78.8,88,1,1.83,BR,1595376573
598,kahului,20.89,-156.47,87.8,48,40,16.11,US,1595376826
599,morondava,-20.28,44.28,64.54,60,0,8.68,MG,1595376826
600,santa rosalia,27.32,-112.28,88.34,48,17,6.89,MX,1595376826
601,zmiyiv,49.7,36.36,66.2,72,47,6.71,UA,1595376826
602,arman,59.7,150.17,61.59,66,99,5.91,RU,1595376826
603,sao domingos,-13.4,-46.32,70.2,56,11,9.75,BR,1595376827
604,katobu,-4.94,122.53,79.7,77,0,6.38,ID,1595376575
605,kilindoni,-7.91,39.67,76.37,76,56,19.75,TZ,1595376827
606,san policarpo,12.18,125.51,83.12,75,71,3.89,PH,1595376632
607,phuthaditjhaba,-28.52,28.82,42.76,45,0,3.13,ZA,1595376827
608,luena,-11.78,19.92,51.31,55,0,5.7,AO,1595376827
609,kapuskasing,49.42,-82.43,73.4,46,90,4.7,CA,1595376827
610,ngunguru,-35.62,174.5,57.0,3,22,10.0,NZ,1595376828
611,foz do iguacu,-25.55,-54.59,73.4,53,61,5.82,BR,1595376602
612,visnes,59.36,5.22,51.8,81,17,2.24,NO,1595376828
613,baft,29.23,56.61,65.84,25,0,4.68,IR,1595376828
614,freeport,40.66,-73.58,84.99,54,40,12.75,US,1595376591
615,vicuna,-30.03,-70.71,55.4,87,75,6.93,CL,1595376828
616,beringovskiy,63.05,179.32,48.65,72,0,5.46,RU,1595376829
617,rangkasbitung,-6.36,106.25,78.01,88,40,4.7,ID,1595376829
618,kaeo,-35.1,173.78,57.0,3,13,10.0,NZ,1595376829
